book_id,title,author,isbn,publication_year,category,source,summary,openlibrary_key,gutenberg_id,google_books_id,text_available,text_source
ada961a49cec,The Seven Circles,Chelsey Luger,9780063119109,2022,Empathy,google_books,"In this revolutionary self-help guide, two beloved Native American wellness activists offer wisdom for achieving spiritual, physical, and emotional wellbeing rooted in Indigenous ancestral knowledge. When wellness teachers and husband-wife duo Chelsey Luger and Thosh Collins founded their Indigenous wellness initiative, Well for Culture, they extended an invitation to all to honor their whole self through Native wellness philosophies and practices. In reclaiming this ancient wisdom for health and wellbeing—drawing from traditions spanning multiple tribes—they developed the Seven Circles, a holistic model for modern living rooted in timeless teachings from their ancestors. Luger and Collins have introduced this universally adaptable template for living well to Ivy league universities and corporations like Nike, Adidas, and Google, and now make it available to everyone in this wise guide. The Seven Circles model comprises interconnected circles that keep all aspects of our lives in balance, functioning in harmony with one another. They are: Food Movement Sleep Ceremony Sacred Space Land Community In The Seven Circles, Luger and Collins share intimate stories from their life journeys growing up in tribal communities, from the Indigenous tradition of staying active and spiritually centered through running and dance, to the universal Indigenous emphasis on a light-filled, minimalist home to create sacred space. Along the way, Luger and Collins invite readers to both adapt these teachings to their lives as well as do so without appropriating and erasing the original context, representing a critical new ethos for the wellness space. Each chapter closes with practical advice on how to engage with the teachings, as well as wisdom for keeping that particular circle in harmony with the others. With warmth and generosity—and 75 atmospheric photographs by Collins throughout—The Seven Circles teaches us how to connect with nature, with our community, and with ourselves, and to integrate ancient Indigenous philosophies of health and wellbeing into our own lives to find healing and balance.",,,hT1fEAAAQBAJ,,
64a814574f92,The War for Kindness: Building Empathy in a Fractured World,Jamil Zaki,9780451499240,2019,Empathy,curated_seed,,,,,,
755d69290661,The relationship between empathy and nurses' hospitalization,Diane Coen,,1986,Empathy,google_books,,,,UhodAQAAMAAJ,,
3de3a7539b9a,Theories of Sexual Offending,Tony Ward,,2006,Empathy,google_books,New theoretical perspectives on sexual offending from one of the leading figures in the field.,,,IFM4AQAAIAAJ,,
0bdbe7484341,Understanding Others,Dominick LaCapra,9781501724909,2018,Empathy,google_books,"No detailed description available for ""Understanding Others"".",,,ld1dDwAAQBAJ,,
e147215e66bc,"Understanding Others, Educating Ourselves",National Research Council,9780309088558,2003,Empathy,google_books,"Since 1988, the Board on International Comparative Studies in Education (BICSE) at the (U.S.) National Research Council of the National Academies has engaged in activities designed to increase the rigor and sophistication of international comparative studies in education by encouraging synergies between large and smaller scale international comparative education research, to identify gaps in the existing research base, and to assist in communicating results to policy makers and the public. Under the current grant (1998-2002), funded by the National Science Foundation and the U.S. Department of Education's National Center for Education Statistics, BICSE has sponsored public events and commissioned papers on the effects of the Trends in International Mathematics and Science Study (TIMSS), the power of video technology in international education research, international perspectives on teacher quality, and advances in the methodology of cross-national surveys of education achievement. This report responds to a request from the board's sponsors under the current grant to produce a report that builds on its previous work.",,,hI9WYsb-GSkC,,
32874a39aa6c,Understanding the Concept of Empathy and Its Foundations in Psychoanalysis,Renuka M. Sharma,,1993,Empathy,google_books,,,,2kANAQAAMAAJ,,
9f169dc960c8,Videotapes and Kinescopic Recordings as Situational Test and Laboratory Exercises in Empathy for the Training of Counselors,Arnold Buchheimer,,1965,Empathy,google_books,,,,HepXAAAAMAAJ,,
c03124bd23ff,Works,Johann Wolfgang von Goethe,,1883,Empathy,google_books,,,,r6cxAQAAMAAJ,,
3f4e5e1cbc03,“The” Philosophical Review,,,1895,Empathy,google_books,,,,FIpl3iH86oEC,,
9648776e4f0e,An Analysis of Leadership Abilities of Senior Nursing Students,Juanita Carrell,,1976,Leadership,google_books,,,,vhINAQAAMAAJ,,
513561095f5f,An Everyone Culture: Becoming a Deliberately Developmental Organization,Robert Kegan,9781625278623,2016,Leadership,curated_seed,,,,,,
f039774d7bd3,Awakening the Sleeping Giant,Marilyn Katzenmeyer,9780761978305,2001,Leadership,google_books,"This Second Edition focuses on the development of teachers as leaders and the skills they need to accomplish the task. The authors skillfully guide the reader through the development process of teacher leadership, pointing out the benefits to students, staff and community. The book describes the importance of teacher leadership and how teacher leaders can help other teachers to excel. Today′s teachers must assume roles typically held by principals and other school administrators. By doing so, teacher leaders not only help to relieve stress on administrators, but are also empowered and challenged as a result. In a clear, concise manner, the authors describe how teacher leadership can be a powerful tool in changing the current educational system. Teacher leadership in the school combined with collaboration and support from the local community is a recipe for positive change.",,,puI0IdO4AAkC,,
e5ea5c1a7d84,Community Leadership,Lucius Edward Wilson,,1921,Leadership,google_books,,,,_zo6AQAAMAAJ,,
7fa82e82041a,Conference Leadership,Esso Standard Oil Company. Esso Training Center,,1947,Leadership,google_books,,,,7P7Jh3WcEI8C,,
ed4b0627875c,Cosmopolitan,,,1897,Leadership,google_books,,,,MYMals4KD3IC,,
d19e30dce469,Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,Brene Brown,9780399592522,2018,Leadership,curated_seed,,,,,,
1ad528c0bc7a,Distributed Leadership,Alma Harris,9781402097379,2009,Leadership,google_books,"Alma Harris The ?eld of school leadership is currently preoccupied with the idea of distributed leadership. Few ideas, it seems, have provoked as much attention, debate and c- troversy. Whatever your position on distributed leadership, and you cannot fail to have one, it is irrefutable that distributed leadership has become the leadership idea of the moment. Yet, it is an idea that can be traced back as far as the mid 20s and possibly earlier. So why the interest? Part of the answer can be found in a move away from theorizing and empirical enquiry focused on the single leader. This shift has undoubtedly been fuelled by structural changes, within schools and across school systems that have resulted in - ternative models or forms of leadership practice. Evidence highlights how those - cupying formal leadership positions are increasingly recognizing the limitations of existing structural arrangements to secure organizational growth and transformation (Fullan et al. , 2007; Harris et al. , 2008; Chapman et al. , 2008). As a consequence, many heads and principals are actively restructuring, realigning and redesigning leadership practice in their school (Harris, 2008). While the terminology to describe such changes varies, the core principle is one of extending or sharing leadership practice. While scholars have long argued for the need to move beyond those at the top of organizations in order to examine leadership (Barnard, 1968; Katz and Kahn, 1966) until relatively recently, much of the school leadership literature has tended tofocusupontheheadortheprincipal.",,,XSNEq_BKPxIC,,
